sample_id,split,candidate_id,mixed_path,spk1_path,spk2_path,reference_path,reference_text,reference_spk1,reference_spk2,overlap_ratio,dominance_type,intended_family,expected_winner,route_stress_transform,reference_type,source_utterance_ids,sample_rate
controlled_route_sensitive_v2_0077,train,controlled_route_sensitive_v2_candidate_0077,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0077_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0077_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0077_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0077.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 既然你是晚睡晚起",你没有多两个小时但是你自己的是不是多两个我可以给你解释,既然你是晚睡晚起,0.15,speaker_A_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_011|pro_006,16000
controlled_route_sensitive_v2_0078,train,controlled_route_sensitive_v2_candidate_0078,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0078_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0078_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0078_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0078.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 跟8点睡6点起午",他让你在那个时间段里拥有了自己,跟8点睡6点起午,0.85,speaker_B_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_001|pro_012,16000
controlled_route_sensitive_v2_0079,test,controlled_route_sensitive_v2_candidate_0079,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0079_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0079_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0079_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0079.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 没问题没问题 先不着急",哪怕自己是刷抖音的自己,没问题没问题 先不着急,0.55,speaker_B_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_002|pro_002,16000
controlled_route_sensitive_v2_0080,test,controlled_route_sensitive_v2_candidate_0080,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0080_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0080_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0080_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0080.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 上班的時間必定也晚",我往这里再稍微解释一下,上班的時間必定也晚,0.9,speaker_B_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_003|pro_007,16000
controlled_route_sensitive_v2_0081,dev,controlled_route_sensitive_v2_candidate_0081,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0081_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0081_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0081_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0081.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 我的个人可以支配的",其实不落分也是一种,我的个人可以支配的,0.0,speaker_B_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_004|pro_013,16000
controlled_route_sensitive_v2_0082,train,controlled_route_sensitive_v2_candidate_0082,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0082_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0082_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0082_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0082.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 因為有一個前提性的問題沒有討論",刚觉得晚睡晚起少夜,因為有一個前提性的問題沒有討論,0.55,speaker_B_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_005|pro_003,16000
controlled_route_sensitive_v2_0083,train,controlled_route_sensitive_v2_candidate_0083,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0083_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0083_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0083_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0083.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 你下班的時間必定也晚",晚睡早起也算好夜了,你下班的時間必定也晚,0.25,speaker_B_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_006|pro_008,16000
controlled_route_sensitive_v2_0084,dev,controlled_route_sensitive_v2_candidate_0084,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0084_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0084_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0084_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0084.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 日常時間是一致的沒錯吧",因为你可以早睡早起,日常時間是一致的沒錯吧,0.3,speaker_B_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_007|pro_014,16000
controlled_route_sensitive_v2_0085,dev,controlled_route_sensitive_v2_candidate_0085,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0085_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0085_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0085_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0085.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",因为你可以为了身体建立方式,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.05,balanced,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_008|pro_004,16000
controlled_route_sensitive_v2_0086,train,controlled_route_sensitive_v2_candidate_0086,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0086_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0086_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0086_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0086.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 那你个人的生活空间必定也就这么点",總睡晚睡,那你个人的生活空间必定也就这么点,0.65,balanced,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_009|pro_009,16000
controlled_route_sensitive_v2_0087,dev,controlled_route_sensitive_v2_candidate_0087,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0087_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0087_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0087_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0087.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 我多了两个小时",哦不太一致我可以給你擠我,我多了两个小时,0.35,balanced,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_010|pro_015,16000
controlled_route_sensitive_v2_0088,train,controlled_route_sensitive_v2_candidate_0088,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0088_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0088_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0088_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0088.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 好我先聊完 都帅玩起",你没有多两个小时但是你自己的是不是多两个我可以给你解释,好我先聊完 都帅玩起,0.5,balanced,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_011|pro_005,16000
controlled_route_sensitive_v2_0089,test,controlled_route_sensitive_v2_candidate_0089,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0089_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0089_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0089_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0089.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",他让你在那个时间段里拥有了自己,你是怎么多出额外的时间来过自己的生活的,0.1,balanced,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_001|pro_010,16000
controlled_route_sensitive_v2_0090,train,controlled_route_sensitive_v2_candidate_0090,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0090_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0090_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0090_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0090.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",哪怕自己是刷抖音的自己,"你方式要,那它是怎么缓解我们的空虚的",0.75,balanced,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_002|pro_001,16000
controlled_route_sensitive_v2_0091,train,controlled_route_sensitive_v2_candidate_0091,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0091_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0091_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0091_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0091.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 既然你是晚睡晚起",我往这里再稍微解释一下,既然你是晚睡晚起,0.45,balanced,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_003|pro_006,16000
controlled_route_sensitive_v2_0092,train,controlled_route_sensitive_v2_candidate_0092,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0092_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0092_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0092_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0092.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 我的意思是2点睡10点起",其实不落分也是一种,我的意思是2点睡10点起,0.7,speaker_A_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_004|pro_011,16000
controlled_route_sensitive_v2_0093,dev,controlled_route_sensitive_v2_candidate_0093,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0093_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0093_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0093_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0093.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 没问题没问题 先不着急",刚觉得晚睡晚起少夜,没问题没问题 先不着急,0.15,speaker_A_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_005|pro_002,16000
controlled_route_sensitive_v2_0094,train,controlled_route_sensitive_v2_candidate_0094,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0094_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0094_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0094_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0094.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 上班的時間必定也晚",晚睡早起也算好夜了,上班的時間必定也晚,0.85,speaker_A_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_006|pro_007,16000
controlled_route_sensitive_v2_0095,test,controlled_route_sensitive_v2_candidate_0095,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0095_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0095_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0095_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0095.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 跟8点睡6点起午",因为你可以早睡早起,跟8点睡6点起午,0.55,speaker_A_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_007|pro_012,16000
controlled_route_sensitive_v2_0096,dev,controlled_route_sensitive_v2_candidate_0096,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0096_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0096_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0096_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0096.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 因為有一個前提性的問題沒有討論",因为你可以为了身体建立方式,因為有一個前提性的問題沒有討論,0.9,speaker_A_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_008|pro_003,16000
controlled_route_sensitive_v2_0097,test,controlled_route_sensitive_v2_candidate_0097,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0097_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0097_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0097_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0097.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 你下班的時間必定也晚",總睡晚睡,你下班的時間必定也晚,0.0,speaker_A_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_009|pro_008,16000
controlled_route_sensitive_v2_0098,dev,controlled_route_sensitive_v2_candidate_0098,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0098_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0098_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0098_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0098.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 我的个人可以支配的",哦不太一致我可以給你擠我,我的个人可以支配的,0.55,speaker_A_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_010|pro_013,16000
controlled_route_sensitive_v2_0099,test,controlled_route_sensitive_v2_candidate_0099,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0099_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0099_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0099_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0099.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",你没有多两个小时但是你自己的是不是多两个我可以给你解释,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.25,speaker_B_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_011|pro_004,16000
controlled_route_sensitive_v2_0100,dev,controlled_route_sensitive_v2_candidate_0100,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0100_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0100_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0100_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0100.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 那你个人的生活空间必定也就这么点",他让你在那个时间段里拥有了自己,那你个人的生活空间必定也就这么点,0.3,speaker_B_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_001|pro_009,16000
controlled_route_sensitive_v2_0101,dev,controlled_route_sensitive_v2_candidate_0101,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0101_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0101_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0101_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0101.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 日常時間是一致的沒錯吧",哪怕自己是刷抖音的自己,日常時間是一致的沒錯吧,0.05,speaker_B_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_002|pro_014,16000
controlled_route_sensitive_v2_0102,test,controlled_route_sensitive_v2_candidate_0102,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0102_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0102_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0102_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0102.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 好我先聊完 都帅玩起",我往这里再稍微解释一下,好我先聊完 都帅玩起,0.65,speaker_B_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_003|pro_005,16000
controlled_route_sensitive_v2_0103,test,controlled_route_sensitive_v2_candidate_0103,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0103_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0103_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0103_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0103.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",其实不落分也是一种,你是怎么多出额外的时间来过自己的生活的,0.35,speaker_B_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_004|pro_010,16000
controlled_route_sensitive_v2_0104,train,controlled_route_sensitive_v2_candidate_0104,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0104_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0104_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0104_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0104.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 我多了两个小时",刚觉得晚睡晚起少夜,我多了两个小时,0.5,speaker_B_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_005|pro_015,16000
controlled_route_sensitive_v2_0105,test,controlled_route_sensitive_v2_candidate_0105,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0105_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0105_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0105_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0105.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 既然你是晚睡晚起",晚睡早起也算好夜了,既然你是晚睡晚起,0.1,speaker_B_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_006|pro_006,16000
controlled_route_sensitive_v2_0106,train,controlled_route_sensitive_v2_candidate_0106,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0106_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0106_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0106_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0106.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 我的意思是2点睡10点起",因为你可以早睡早起,我的意思是2点睡10点起,0.75,balanced,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_007|pro_011,16000
controlled_route_sensitive_v2_0107,test,controlled_route_sensitive_v2_candidate_0107,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0107_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0107_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0107_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0107.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",因为你可以为了身体建立方式,"你方式要,那它是怎么缓解我们的空虚的",0.45,balanced,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_008|pro_001,16000
controlled_route_sensitive_v2_0108,train,controlled_route_sensitive_v2_candidate_0108,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0108_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0108_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0108_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0108.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 上班的時間必定也晚",總睡晚睡,上班的時間必定也晚,0.7,balanced,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_009|pro_007,16000
controlled_route_sensitive_v2_0109,dev,controlled_route_sensitive_v2_candidate_0109,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0109_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0109_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0109_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0109.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 跟8点睡6点起午",哦不太一致我可以給你擠我,跟8点睡6点起午,0.15,balanced,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_010|pro_012,16000
controlled_route_sensitive_v2_0110,train,controlled_route_sensitive_v2_candidate_0110,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0110_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0110_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0110_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0110.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 没问题没问题 先不着急",你没有多两个小时但是你自己的是不是多两个我可以给你解释,没问题没问题 先不着急,0.85,balanced,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_011|pro_002,16000
controlled_route_sensitive_v2_0111,train,controlled_route_sensitive_v2_candidate_0111,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0111_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0111_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0111_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0111.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 你下班的時間必定也晚",他让你在那个时间段里拥有了自己,你下班的時間必定也晚,0.55,balanced,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_001|pro_008,16000
controlled_route_sensitive_v2_0112,dev,controlled_route_sensitive_v2_candidate_0112,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0112_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0112_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0112_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0112.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 我的个人可以支配的",哪怕自己是刷抖音的自己,我的个人可以支配的,0.9,balanced,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_002|pro_013,16000
controlled_route_sensitive_v2_0113,dev,controlled_route_sensitive_v2_candidate_0113,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0113_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0113_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0113_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0113.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 因為有一個前提性的問題沒有討論",我往这里再稍微解释一下,因為有一個前提性的問題沒有討論,0.0,speaker_A_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_003|pro_003,16000
controlled_route_sensitive_v2_0114,dev,controlled_route_sensitive_v2_candidate_0114,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0114_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0114_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0114_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0114.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 那你个人的生活空间必定也就这么点",其实不落分也是一种,那你个人的生活空间必定也就这么点,0.55,speaker_A_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_004|pro_009,16000
